#Dialog_generic - All the dialog called automaticall from animscripts.,,,

"# If the text in the first column of a row starts with a # character, the row is ignored",,,
,,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,,

,name,,name of the alias that is used to play this sound (required)
,sequence,,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,,the name of the file that contains the sound data (required)
,vol_min,,"0 is silent, 1 is full volume (default = 1)"
,vol_max,,"0 is silent, 1 is full volume (default = same as vol_min)"
,pitch_min,,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,,"within this distance in inches, the sound is always full volume (default = 120)",,,,,,,,,,,,
,dist_max,,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff.",,,,,,,,,,,,
,channel,,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,
,type,,streamed / loaded (default = loaded),,,,,,,,,,,,
,probability,,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,
,loop,,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,
,masterslave,,"if ""master"", this is a master sound.  If a number, then this sound won't exceed this volume whenever any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,
,loadspec,,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,

name,sequence,probability,file,vol_min,,pitch_min,pitch_max,dist_min,dist_max,channel,type,loop,masterslave,loadspec,subtitle

#German A,,,,,,,,,,,,,,,

#Enemy sighted (versus Russians),,,,,,,,,,,,,,,
generic_enemysighted_german_1vrussian,1,,voiceovers/generic/axis/a/ES_Ger_A_004alt_Russen.wav,0.85,1.14,,,100,3000,voice,streamed,,,,
generic_enemysighted_german_1vrussian,2,,voiceovers/generic/axis/a/ES_Ger_A_005alt_ThereTheyAre.wav,0.85,1.14,,,100,2500,voice,streamed,,,,
generic_enemysighted_german_1vrussian,3,,voiceovers/generic/axis/a/ES_Ger_A_006alt_ItsThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vrussian,4,,voiceovers/generic/axis/a/ES_Ger_A_007alt_Attack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vrussian,5,,voiceovers/generic/axis/a/ES_Ger_A_008alt_HeadsUp.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vrussian,6,,voiceovers/generic/axis/a/ES_Ger_A_001_TheEnemy.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vrussian,7,,voiceovers/generic/axis/a/BA_Ger_A_002_DieCommie.wav,0.85,1.14,,,100,2500,voice,streamed
#Enemy sighted (versus British),,,,0.85,1.14,,,100,2500,,
generic_enemysighted_german_1vbritish,1,,voiceovers/generic/axis/a/ES_Ger_A_003alt_Englander.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vbritish,2,,voiceovers/generic/axis/a/ES_Ger_A_005alt_ThereTheyAre.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vbritish,3,,voiceovers/generic/axis/a/ES_Ger_A_006alt_ItsThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vbritish,4,,voiceovers/generic/axis/a/ES_Ger_A_007alt_Attack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vbritish,5,,voiceovers/generic/axis/a/ES_Ger_A_008alt_HeadsUp.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vbritish,6,,voiceovers/generic/axis/a/ES_Ger_A_001_TheEnemy.wav,0.85,1.14,,,100,2500,voice,streamed
#Enemy sighted (versus American),,,,0.85,1.14,,,100,2500,,
generic_enemysighted_german_1vamerican,1,,voiceovers/generic/axis/a/ES_Ger_A_002alt_Amerikaner.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vamerican,2,,voiceovers/generic/axis/a/ES_Ger_A_005alt_ThereTheyAre.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vamerican,3,,voiceovers/generic/axis/a/ES_Ger_A_006alt_ItsThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vamerican,4,,voiceovers/generic/axis/a/ES_Ger_A_007alt_Attack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vamerican,5,,voiceovers/generic/axis/a/ES_Ger_A_008alt_HeadsUp.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vamerican,6,,voiceovers/generic/axis/a/ES_Ger_A_001_TheEnemy.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemysighted_german_1vamerican,7,,voiceovers/generic/axis/a/BA_Ger_A_1alt_DieAmerikaner.wav,0.85,1.14,,,100,2500,voice,streamed
#Grenade danger,,,,0.85,1.14,,,100,2500,,
generic_grenadedanger_german_1,1,,voiceovers/generic/axis/a/GD_Ger_A_001_GrenadeRun.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_1,2,,voiceovers/generic/axis/a/GD_Ger_A_002_LookGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_1,3,,voiceovers/generic/axis/a/GD_Ger_A_004_EnemyGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadedanger_german_1,4,,voiceovers/generic/axis/a/GD_Ger_A_003alt_GetDownGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
#Grenade attack,,,,0.85,1.14,,,100,2500,,streamed
generic_grenadeattack_german_1,1,,voiceovers/generic/axis/a/GA_Ger_A_001_FireInTheHole.wav,0.85,1.14,,,100,2500,voice,streamed
generic_grenadeattack_german_1,2,,voiceovers/generic/axis/a/GA_Ger_A_002_ThrowingGrenade.wav,0.85,1.14,,,100,2500,voice,streamed
#Cover me,,,,0.85,1.14,,,100,2500,,streamed
generic_coverme_german_1,1,,voiceovers/generic/axis/a/BA_Ger_A_04_CoverMe.wav,0.85,1.14,,,100,2500,voice,streamed
generic_coverme_german_1,2,,voiceovers/generic/axis/a/BA_Ger_A_10_Now.wav,0.85,1.14,,,100,2500,voice,streamed
generic_coverme_german_1,3,,voiceovers/generic/axis/a/BA_Ger_A_12_Move.wav,0.85,1.14,,,100,2500,voice,streamed
#Flank right,,,,0.85,1.14,,,100,2500,,
generic_flankright_german_1,1,,voiceovers/generic/axis/a/BA_Ger_A_07_FlankRight.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_1,2,,voiceovers/generic/axis/a/BA_Ger_A_03_FlankThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_1,3,,voiceovers/generic/axis/a/BA_Ger_A_07alt2_FlankRight.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_1,4,,voiceovers/generic/axis/a/BA_Ger_A_13alt_RightFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankright_german_1,5,,voiceovers/generic/axis/a/BA_Ger_A_14alt2_RightFlank.wav,0.85,1.14,,,100,2500,voice,streamed
#Flank left,,,,0.85,1.14,,,100,2500,,
generic_flankleft_german_1,1,,voiceovers/generic/axis/a/BA_Ger_A_06_FlankLeft.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_1,2,,voiceovers/generic/axis/a/BA_Ger_A_03_FlankThem.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_1,3,,voiceovers/generic/axis/a/BA_Ger_A_06alt2_FlankLeft.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_1,4,,voiceovers/generic/axis/a/BA_Ger_A_6alt_FlankLeft.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_1,5,,voiceovers/generic/axis/a/BA_Ger_A_12alt_LeftFlank.wav,0.85,1.14,,,100,2500,voice,streamed
generic_flankleft_german_1,6,,voiceovers/generic/axis/a/BA_Ger_A_13alt2_LeftFlank.wav,0.85,1.14,,,100,2500,voice,streamed
#Misc combat,,,,0.85,1.14,,,100,2500,,streamed
generic_misccombat_german_1,1,,voiceovers/generic/axis/a/BA_Ger_A_006_Tactics.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,2,,voiceovers/generic/axis/a/BA_Ger_A_005_MG42Team.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,3,,voiceovers/generic/axis/a/BA_Ger_A_002_Tactics.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,4,,voiceovers/generic/axis/a/BA_Ger_A_001_LetsGoLetsGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,5,,voiceovers/generic/axis/a/BA_Ger_A_7alt_Defensive.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,6,,voiceovers/generic/axis/a/BA_Ger_A_4alt_SendBackup.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,7,,voiceovers/generic/axis/a/BA_Ger_A_3alt_CheckWeps.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,8,,voiceovers/generic/axis/a/BA_Ger_A_2alt_Tactics.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,9,,voiceovers/generic/axis/a/BA_Ger_A_1alt_LetsGoLetsGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,10,,voiceovers/generic/axis/a/BA_Ger_A_004_YouStink.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,11,,voiceovers/generic/axis/a/BA_Ger_A_1alt_TakeCover.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,12,,voiceovers/generic/axis/a/BA_Ger_A_2alt_MoveIn.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,13,,voiceovers/generic/axis/a/BA_Ger_A_4alt_CoverMe.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,14,,voiceovers/generic/axis/a/BA_Ger_A_7alt_FireAtWill.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,15,,voiceovers/generic/axis/a/BA_Ger_A_8alt_FireOnCommand.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,16,,voiceovers/generic/axis/a/BA_Ger_A_9alt_Now.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,17,,voiceovers/generic/axis/a/BA_Ger_A_01_TakeCover.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,18,,voiceovers/generic/axis/a/BA_Ger_A_02_MoveIn.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,19,,voiceovers/generic/axis/a/BA_Ger_A_05_FallBack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,20,,voiceovers/generic/axis/a/BA_Ger_A_08_FireAtWill.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,21,,voiceovers/generic/axis/a/BA_Ger_A_09_FireOnCommand.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,22,,voiceovers/generic/axis/a/BA_Ger_A_10_Now.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,23,,voiceovers/generic/axis/a/BA_Ger_A_11_GoGoGo.wav,0.85,1.14,,,100,2500,voice,streamed
generic_misccombat_german_1,24,,voiceovers/generic/axis/a/BA_Ger_A_12_Move.wav,0.85,1.14,,,100,2500,voice,streamed
#Doing suppression,,,,0.85,1.14,,,100,2500,,streamed
generic_doingsuppression_german_1,1,,voiceovers/generic/axis/a/DS_Ger_A_001alt_SuppressingFire.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,2,,voiceovers/generic/axis/a/DS_Ger_A_002_CoveringFire.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,3,,voiceovers/generic/axis/a/DS_Ger_A_002alt_CoveringFire.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,4,,voiceovers/generic/axis/a/DS_Ger_A_003_Fire.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,5,,voiceovers/generic/axis/a/DS_Ger_A_003alt_Fire.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,6,,voiceovers/generic/axis/a/DS_Ger_A_004_OpenFire.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,7,,voiceovers/generic/axis/a/DS_Ger_A_004alt_OpenFIre.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,8,,voiceovers/generic/axis/a/DS_Ger_A_005_HideYouCowards.wav,0.85,1.14,,,100,2500,voice,streamed
generic_doingsuppression_german_1,9,,voiceovers/generic/axis/a/DS_Ger_A_005alt_HideYouCowards.wav,0.85,1.14,,,100,2500,voice,streamed
#Under suppression,,,,0.85,1.14,,,100,2500,,streamed
generic_undersuppression_german_1,1,,voiceovers/generic/axis/a/UNS_Ger_A_001alt2_PinnedDown.wav,0.85,1.14,,,100,2500,voice,streamed
generic_undersuppression_german_1,2,,voiceovers/generic/axis/a/UNS_Ger_A_001alt_PinnedDown.wav,0.85,1.14,,,100,2500,voice,streamed
generic_undersuppression_german_1,3,,voiceovers/generic/axis/a/UNS_Ger_A_001_PinnedDown.wav,0.85,1.14,,,100,2500,voice,streamed
generic_undersuppression_german_1,4,,voiceovers/generic/axis/a/UNS_Ger_A_002_TakeCover.wav,0.85,1.14,,,100,2500,voice,streamed
generic_undersuppression_german_1,5,,voiceovers/generic/axis/a/UNS_Ger_A_003_FallBack.wav,0.85,1.14,,,100,2500,voice,streamed
generic_undersuppression_german_1,6,,voiceovers/generic/axis/a/UNS_Ger_A_004_GetDown.wav,0.85,1.14,,,100,2500,voice,streamed
generic_undersuppression_german_1,7,,voiceovers/generic/axis/a/UNS_Ger_A_005_HeadDown.wav,0.85,1.14,,,100,2500,voice,streamed
#Enemy killed,,,,0.85,1.14,,,100,2500,,streamed
generic_enemykilled_german_1,1,,voiceovers/generic/axis/a/EK_Ger_A_001_GotOne.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemykilled_german_1,2,,voiceovers/generic/axis/a/EK_Ger_A_002_OneDown.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemykilled_german_1,3,,voiceovers/generic/axis/a/EK_Ger_A_003_KillEm.wav,0.85,1.14,,,100,2500,voice,streamed
generic_enemykilled_german_1,4,,voiceovers/generic/axis/a/EK_Ger_A_004_KeepShootingGusto.wav,0.85,1.14,,,100,2500,voice,streamed
#Melee charge,,,,0.85,1.14,,,100,2500,,streamed
generic_meleecharge_german_1,1,,voiceovers/generic/axis/a/MeleeCharg_Ger_Stirb_B_001.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleecharge_german_1,2,,voiceovers/generic/axis/a/MeleeCharg_Ger_Stirb_B_002.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleecharge_german_1,3,,voiceovers/generic/axis/a/MeleeCharge_Ger_Die_E_002.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleecharge_german_1,4,,voiceovers/generic/axis/a/MeleeCharge_Ger_Die_E_004.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleecharge_german_1,5,,voiceovers/generic/axis/a/MeleeCharge_Ger_Stirb_D_04.wav,0.85,1.14,,,100,2500,voice,streamed
#Melee attack,,,,0.85,1.14,,,100,2500,,streamed
generic_meleeattack_german_1,1,,voiceovers/generic/axis/a/MeleeAttack_G_001.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,2,,voiceovers/generic/axis/a/MeleeAttack_G_002.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,3,,voiceovers/generic/axis/a/MeleeAttack_G_003.wav,0.85,1.14,,,100,2500,voice,streamed
generic_meleeattack_german_1,4,,voiceovers/generic/axis/a/MeleeAttack_G_005.wav,0.85,1.14,,,100,2500,voice,streamed
